depth_ppm,discovery_method,discovery_year,distance_ratio,duration_hours,eccentricity,equilibrium_temp_k,fp_flag_co,fp_flag_ec,fp_flag_nt,fp_flag_ss,impact_parameter,inclination_deg,insolation_flux,label,label_raw,longitude_periastron,mission,object_id,period_days,planet_mass_earth,planet_mass_jupiter,planet_radius_jupiter,planet_radius_rearth,radius_ratio,score,semi_major_axis_au,stellar_age_gyr,stellar_density,stellar_distance_pc,stellar_logg,stellar_luminosity,stellar_mass_msun,stellar_metallicity,stellar_radius_rsun,stellar_teff_k,transit_epoch,transit_ingress_hours,duty_cycle,transit_frequency,planet_radius_from_depth,mission_encoded,stellar_radius_solar,stellar_mass_solar,transit_depth_mag,habitable_zone_inner,habitable_zone_outer,in_habitable_zone,transit_snr,has_radius_measurement,has_mass_measurement,has_stellar_parameters
766.6,,,10.081,4.7476,0.0,990.0,0.0,0.0,0.0,0.0,0.015,89.92,227.15,planet,CONFIRMED,,kepler,K01094.01,6.10027621,1.0,,,2.59,0.027687542325024083,0.994,0.066,4.6,0.52073,100.0,4.506,1.0,1.026,-0.08,0.937,5957.0,135.58656,,0.03242749342109981,0.1639270035610404,0.025943227158547567,0,0.937,1.026,0.0008326445680231612,,,False,27.687542325024083,True,False,True
924.7,,,31.3,3.9879,0.0,588.0,0.0,0.0,0.0,0.0,0.014,89.97,28.32,planet,CONFIRMED,,kepler,K00440.01,15.90688891,1.0,,,2.35,0.03040888028191765,1.0,0.1164,4.6,2.29229,100.0,4.554,1.0,0.829,0.08,0.797,5097.0,177.9305,,0.010445945837689263,0.06286584420485528,0.02423587758468837,0,0.797,0.829,0.0010044447451734396,,,False,30.40888028191765,True,False,True
801.5,,,28.48,2.715,0.0,672.0,0.0,0.0,0.0,0.0,0.319,89.36,48.37,planet,CONFIRMED,,kepler,K00988.01,10.38122447,1.0,,,2.18,0.028310775333784136,1.0,0.0871,4.6,4.05514,100.0,4.566,1.0,0.816,0.02,0.78,5095.0,268.02421,,0.010897076768440208,0.09632775043925046,0.022082404760351625,0,0.78,0.816,0.0008705664942594026,,,False,28.31077533378413,True,False,True
498.9,,,74.62,5.359,0.0,492.0,0.0,0.0,0.0,0.0,0.003,90.0,13.86,planet,CONFIRMED,,kepler,K01651.01,51.3011844,1.0,,,2.07,0.02233606948413261,0.994,0.2716,4.6,2.98696,100.0,4.508,1.0,1.014,-0.18,0.929,6032.0,153.52571,,0.0043525635768102595,0.019492727345296924,0.020750208550759194,0,0.929,1.014,0.0005418089580392595,,,False,22.33606948413261,True,False,True
190.4,,,3.65398,1.796,0.0,1980.0,0.0,0.0,0.0,0.0,0.022,89.65,3630.32,planet,CONFIRMED,,kepler,K00072.01,0.837491225,1.0,,,1.43,0.013798550648528272,0.0,0.0167,4.6,1.31582,100.0,4.347,1.0,0.884,-0.12,1.044,5676.0,131.574858,,0.08935417004916481,1.1940423614587723,0.014405686877063516,0,1.044,0.884,0.00020674385602571492,,,False,13.798550648528273,True,False,True
340.9,,,6.19,1.4647,0.0,1331.0,0.0,0.0,0.0,0.0,0.412,86.18,740.47,planet,CONFIRMED,,kepler,K01050.01,1.269091415,1.0,,,1.41,0.01846347746227671,1.0,0.0214,4.6,2.78725,100.0,4.576,1.0,0.807,0.02,0.766,5041.0,133.343682,,0.048088865739168735,0.7879653019321702,0.01414302373610396,0,0.766,0.807,0.0003701905747711766,,,False,18.463477462276707,True,False,True
217.7,,,8.37,2.253,0.0,1328.0,0.0,0.0,0.0,0.0,0.349,87.61,735.48,planet,CONFIRMED,,kepler,K00292.01,2.586639524,1.0,,,1.44,0.014754660280738421,1.0,0.0356,4.6,1.65901,100.0,4.421,1.0,0.899,-0.2,0.966,5780.0,171.842572,,0.03629226226885722,0.38660199487464414,0.014253001831193315,0,0.966,0.899,0.00023639050381588339,,,False,14.754660280738422,True,False,True
172.3,,,12.29,2.4143,0.0,992.0,0.0,0.0,0.0,0.0,0.742,86.54,229.04,planet,CONFIRMED,,kepler,K01379.01,5.62154315,1.0,,,1.37,0.013126309458488323,1.0,0.0603,4.6,1.11153,100.0,4.439,1.0,0.924,0.0,0.96,5637.0,136.89013,,0.017894700912032196,0.17788709849180825,0.01260125708014879,0,0.96,0.924,0.00018708846621409106,,,False,13.126309458488322,True,False,True
290.1,,,9.496,4.222,0.0,1183.0,0.0,0.0,0.0,0.0,0.117,89.3,462.91,planet,CONFIRMED,,kepler,K02439.01,5.19103699,1.0,,,1.92,0.017032322213955443,1.0,0.0625,4.6,0.6011,100.0,4.417,1.0,1.207,0.07,1.125,6321.0,135.21628,,0.033888540383270646,0.19263973690158584,0.019161362490699874,0,1.125,1.207,0.00031501776853720903,,,False,17.032322213955442,True,False,True
70.9,,,13.38,4.432,0.0,969.0,0.0,0.0,0.0,0.0,0.018,89.92,208.61,planet,CONFIRMED,,kepler,K02838.01,7.69994466,1.0,,,0.92,0.008420213774008353,0.996,0.075,4.6,0.76505,100.0,4.328,1.0,0.946,0.0,1.104,5727.0,134.39282,,0.02398285634778402,0.12987106325514813,0.009295916006505223,0,1.104,0.946,7.698142594113329e-05,,,False,8.420213774008353,True,False,True
877.7,,,11.881,2.7535,0.0,1053.0,0.0,0.0,0.0,0.0,0.022,89.89,291.34,planet,CONFIRMED,,kepler,K00509.01,4.16696628,1.0,,,2.74,0.029626002092756294,1.0,0.0492,4.6,1.82708,100.0,4.45,1.0,0.914,0.14,0.943,5456.0,169.715517,,0.027533020177611486,0.2399827435128657,0.027937319973469182,0,0.943,0.914,0.0009533691141817263,,,False,29.626002092756288,True,False,True
168.7,,,10.416,9.568,0.0,764.0,0.0,0.0,0.0,0.0,0.109,89.4,80.34,planet,CONFIRMED,,kepler,K02587.01,12.9462567,1.0,,,1.13,0.012988456413292535,0.999,0.1062,4.6,0.12756,100.0,4.54,1.0,0.95,-0.4,0.867,6058.0,139.4165,,0.030793972026421094,0.0772424047485479,0.011260991710324627,0,0.867,0.95,0.0001831791493384384,,,False,12.988456413292536,True,False,True
212.0,,,15.96,2.459,0.0,731.0,0.0,0.0,0.0,0.0,0.594,87.87,67.62,planet,CONFIRMED,,kepler,K04372.01,6.24564633,1.0,,,1.06,0.014560219778561036,0.977,0.0607,4.6,1.97131,100.0,4.622,1.0,0.786,-0.02,0.707,4858.0,137.16241,,0.016404760679641837,0.16011153164351527,0.010294075383442652,0,0.707,0.786,0.00023020047752159877,,,False,14.560219778561036,True,False,True
106.2,,,9.86,3.4702,0.0,1214.0,0.0,0.0,0.0,0.0,0.203,88.82,513.68,planet,CONFIRMED,,kepler,K02730.01,4.52158614,1.0,,,1.31,0.0103053384223906,0.989,0.0529,4.6,0.88677,100.0,4.201,1.0,0.963,0.16,1.289,5576.0,133.21804,,0.03197808516519087,0.22116132901982047,0.013283581226461484,0,1.289,0.963,0.00011531130808409656,,,False,10.305338422390601,True,False,True
1316.0,,,16.24,2.744,0.0,509.0,0.0,0.0,0.0,0.0,0.166,89.41,15.84,planet,CONFIRMED,,kepler,K02715.03,5.72084599,1.0,,,1.78,0.03627671429443411,1.0,0.0501,4.6,2.47495,100.0,4.744,1.0,0.513,0.21,0.503,3640.0,134.66576,,0.019985389142302946,0.1747993219443406,0.01824718729010036,0,0.503,0.513,0.001429769840498908,,,False,36.27671429443411,True,False,True
4158.1,,,32.7,12.249,0.0,588.0,0.0,0.0,0.0,0.0,0.728,88.73,28.2,planet,CONFIRMED,,kepler,K00134.01,67.5923754,1.0,,,12.1,0.06448333117946063,0.0,0.3582,4.6,0.14489,100.0,4.082,1.0,1.341,0.34,1.744,6038.0,151.75056,,0.007550777687271515,0.01479456808674311,0.11245892957697934,0,1.744,1.341,0.004524011891786137,,,False,64.48333117946063,True,False,True
253.2,,,17.223,2.661,0.0,919.0,0.0,0.0,0.0,0.0,0.04,89.87,168.51,planet,CONFIRMED,,kepler,K01306.03,5.9142668,1.0,,,1.31,0.01591225942473287,0.95,0.0594,4.6,2.76282,100.0,4.503,1.0,0.8,-0.36,0.829,5576.0,133.49193,,0.018747040630632355,0.16908266634166724,0.013191263063103547,0,0.829,0.8,0.00027494321632497024,,,False,15.912259424732868,True,False,True
678.8,,,144.15,9.654,0.0,291.0,0.0,0.0,0.0,0.0,0.042,89.98,1.7,planet,CONFIRMED,,kepler,K04005.01,178.139072,1.0,,,2.25,0.026053790511171303,0.997,0.5948,4.6,1.78564,100.0,4.496,1.0,0.881,0.02,0.879,5431.0,210.11802,,0.002258067225139693,0.005613591610042742,0.022901281859319576,0,0.879,0.881,0.0007372479860743268,,,False,26.053790511171307,True,False,True
95.2,,,21.1,7.3,0.0,1381.0,0.0,0.0,0.0,0.0,0.536,88.55,859.63,planet,CONFIRMED,,kepler,K02138.01,23.5541012,1.0,,,2.33,0.009757048734120375,0.995,0.2134,4.6,0.32025,100.0,4.088,1.0,2.335,0.07,2.286,9565.0,144.21486,,0.012913533150085414,0.04245545145233561,0.022304613406199176,0,2.286,2.335,0.00010336700704053977,,,False,9.757048734120374,True,False,True
492.2,,,21.723,4.2064,0.0,766.0,0.0,0.0,0.0,0.0,0.012,89.97,81.46,planet,CONFIRMED,,kepler,K00444.01,11.72291212,1.0,,,2.08,0.022185580902919808,1.0,0.0973,4.6,1.41103,100.0,4.431,1.0,0.894,0.0,0.953,5550.0,177.3196,,0.014950778857042792,0.08530303646087556,0.021142858600482577,0,0.953,0.894,0.0005345309188351173,,,False,22.185580902919806,True,False,True
266.8,,,58.7,18.503,0.0,511.0,0.0,0.0,0.0,0.0,0.019,89.98,16.17,planet,CONFIRMED,,kepler,K01001.02,140.10765,1.0,,,3.42,0.016334013591276335,0.991,0.601,4.6,0.19495,100.0,3.963,1.0,1.472,0.24,2.097,6207.0,216.21749,,0.005502614120880147,0.007137369015895991,0.03425242650090647,0,2.097,1.472,0.00028971306887163364,,,False,16.334013591276335,True,False,True
699.3,,,41.8,4.8251,0.0,477.0,0.0,0.0,0.0,0.0,0.677,89.07,12.2,planet,CONFIRMED,,kepler,K01910.01,34.2685741,1.0,,,2.44,0.026444281045246813,0.995,0.193,4.6,1.17744,100.0,4.468,1.0,0.815,0.18,0.872,5083.0,147.05143,,0.005866769733303065,0.02918125502047078,0.02305941307145522,0,0.872,0.815,0.0007595209254414971,,,False,26.444281045246814,True,False,True
765.2,,,13.14,3.985,0.0,560.0,0.0,0.0,0.0,0.0,0.904,86.05,23.15,planet,CONFIRMED,,kepler,K00241.01,13.82142084,1.0,,,2.2,0.02766224864323217,1.0,0.1005,4.6,0.22484,100.0,4.66,1.0,0.715,-0.44,0.651,4983.0,131.79237,,0.01201335727989212,0.0723514616605799,0.018008123866744143,0,0.651,0.715,0.0008311233722527358,,,False,27.662248643232168,True,False,True
356.6,,,54.0,0.785,0.0,643.0,0.0,0.0,0.0,0.0,0.93,89.01,40.51,planet,CONFIRMED,,kepler,K03936.02,13.0267964,1.0,,,2.08,0.018883855538528144,0.91,0.1025,4.6,17.54038,100.0,4.512,1.0,0.844,0.22,0.844,5083.0,139.14777,,0.0025108501222398266,0.07676484450159979,0.015937974074517754,0,0.844,0.844,0.00038724258007314695,,,False,18.883855538528145,True,False,True
217.4,,,17.46,3.596,0.0,800.0,0.0,0.0,0.0,0.0,0.025,89.92,97.03,planet,CONFIRMED,,kepler,K00749.03,8.10904807,1.0,,,1.3,0.014744490496453244,0.971,0.0743,4.6,1.5302,100.0,4.44,1.0,0.831,0.16,0.91,5185.0,132.8031,,0.018477302396029988,0.12331903712589534,0.013417486351772452,0,0.91,0.831,0.0002360647120785144,,,False,14.744490496453242,True,False,True
170.9,,,30.14,8.2267,0.0,661.0,0.0,0.0,0.0,0.0,0.309,89.41,45.09,planet,CONFIRMED,,kepler,K00270.02,33.67280658,1.0,,,1.86,0.0130728726758888,0.797,0.1979,4.6,0.45683,100.0,4.091,1.0,0.911,-0.1,1.423,5587.0,162.03676,,0.010179702896231426,0.029697554245268973,0.018602697817789764,0,1.423,0.911,0.0001855681746453525,,,False,13.0728726758888,True,False,True
437.5,,,56.59,8.378,0.0,610.0,0.0,0.0,0.0,0.0,0.071,89.93,32.74,planet,CONFIRMED,,kepler,K01669.01,61.0373591,1.0,,,3.38,0.02091650066335189,0.989,0.3359,4.6,0.92023,100.0,4.154,1.0,1.358,0.28,1.614,6309.0,175.17671,,0.005719174919763744,0.01638340869829671,0.03375923207064995,0,1.614,1.358,0.00047511352824592974,,,False,20.916500663351886,True,False,True
567.7,,,157.9,6.576,0.0,271.0,0.0,0.0,0.0,0.0,0.323,89.88,1.28,planet,CONFIRMED,,kepler,K04550.01,140.251943,1.0,,,1.84,0.02382645588416372,0.934,0.4836,4.6,3.7841,100.0,4.529,1.0,0.765,0.16,0.788,4821.0,175.137,,0.00195362712372548,0.007130025998998102,0.018775247236721013,0,0.788,0.765,0.000616547467002924,,,False,23.82645588416372,True,False,True
322.7,,,25.77,6.617,0.0,946.0,0.0,0.0,0.0,0.0,0.279,89.38,189.46,planet,CONFIRMED,,kepler,K01932.01,22.8245144,1.0,,,3.36,0.017963852593472256,0.944,0.177,4.6,0.62132,100.0,4.057,1.0,1.421,-0.02,1.846,6642.0,144.46843,,0.012079482984896858,0.04381254218490624,0.03316127188754979,0,1.846,1.421,0.00035042361716753446,,,False,17.96385259347226,True,False,True
190.2,,,2.693,1.5045,0.0,2386.0,0.0,0.0,0.0,0.0,0.334,82.87,7609.22,planet,CONFIRMED,,kepler,K01875.02,0.53835407,1.0,,,1.67,0.013791301606447448,1.0,0.0127,4.6,1.27468,100.0,4.244,1.0,0.932,0.14,1.207,5539.0,131.64999,,0.11644288302677826,1.8575135876654558,0.01664610103898207,0,1.207,0.932,0.00020652666745377178,,,False,13.79130160644745,True,False,True
296.9,,,80.16,8.605,0.0,469.0,0.0,0.0,0.0,0.0,0.273,89.81,11.42,planet,CONFIRMED,,kepler,K04747.01,92.263742,1.0,,,2.22,0.017230786401090346,0.98,0.4204,4.6,1.14445,100.0,4.287,1.0,1.167,0.14,1.283,6084.0,146.4247,,0.003886051648183386,0.010838493847344715,0.02210709895259891,0,1.283,1.167,0.0003224029422781774,,,False,17.230786401090345,True,False,True
1843.4,,,24.1,2.6969,0.0,835.0,0.0,0.0,0.0,0.0,0.778,88.15,114.59,planet,CONFIRMED,,kepler,K01089.02,12.21828097,1.0,,,5.1,0.04293483434229134,1.0,0.1024,4.6,1.76732,100.0,4.351,1.0,0.957,-0.06,1.081,5822.0,140.321095,,0.009196942974976727,0.08184457391799527,0.046412555924016934,0,1.081,0.957,0.0020032931229325406,,,False,42.93483434229134,True,False,True
58.2,,,6.089,1.6462,0.0,1642.0,0.0,0.0,0.0,0.0,0.259,87.56,1715.26,planet,CONFIRMED,,kepler,K02754.01,1.34155642,1.0,,,0.74,0.007628892449104261,0.844,0.0234,4.6,2.3733,100.0,4.44,1.0,0.945,-0.08,0.97,5779.0,132.73743,,0.05112842489819896,0.7454028657251701,0.007400025675631133,0,0.97,0.945,6.319168601283271e-05,,,False,7.62889244910426,True,False,True
538.6,,,5.33,2.5833,0.0,1182.0,0.0,0.0,0.0,0.0,0.93,79.95,461.07,planet,CONFIRMED,,kepler,K00911.01,4.093578461,1.0,,,2.85,0.02320775732379154,1.0,0.0514,4.6,0.17115,100.0,4.471,1.0,1.077,-0.04,0.999,6077.0,171.00954,,0.02629423156914544,0.24428504535264606,0.02318454956646775,0,0.999,1.077,0.0005849350570376536,,,False,23.207757323791544,True,False,True
191.0,,,14.36,1.2701,0.0,953.0,0.0,0.0,0.0,0.0,0.221,89.12,195.08,planet,CONFIRMED,,kepler,K02013.01,2.41434868,1.0,,,0.97,0.013820274961085253,1.0,0.0315,4.6,9.60814,100.0,4.573,1.0,0.715,0.18,0.724,4507.0,132.42878,,0.021919300129148427,0.41419038115074586,0.010005879071825723,0,0.724,0.715,0.00020739542200222025,,,False,13.820274961085254,True,False,True
233.9,,,59.91,10.627,0.0,525.0,0.0,0.0,0.0,0.0,0.001,90.0,17.96,planet,CONFIRMED,,kepler,K00275.02,82.2001239,1.0,,,2.57,0.015293789589241772,0.803,0.3988,4.6,0.60202,100.0,4.072,1.0,1.251,0.3,1.704,5758.0,208.79417,,0.00538675181567052,0.012165431784708053,0.026060617460067978,0,1.704,1.251,0.0002539834028099664,,,False,15.293789589241772,True,False,True
684.8,,,59.15,5.513,0.0,488.0,0.0,0.0,0.0,0.0,0.018,89.98,13.45,planet,CONFIRMED,,kepler,K02140.01,41.6977582,1.0,,,2.26,0.0261686835740738,1.0,0.233,4.6,2.25165,100.0,4.545,1.0,0.968,-0.06,0.87,5730.0,134.24608,,0.005508889284444393,0.023982104630267627,0.022766754709444205,0,0.87,0.968,0.0007437668478629295,,,False,26.168683574073803,True,False,True
72.6,,,4.05,7.274,0.0,1425.0,0.0,0.0,0.0,0.0,0.873,77.56,973.85,planet,CONFIRMED,,kepler,K02541.01,7.41683033,1.0,,,3.36,0.008520563361656316,0.868,0.0777,4.6,0.02287,100.0,3.45,1.0,1.136,0.0,3.324,4938.0,137.96389,,0.04086426678892806,0.13482848541851436,0.028322352614145594,0,3.324,1.136,7.882730993139166e-05,,,False,8.520563361656317,True,False,True
1059.3,,,38.07,1.8478,0.0,880.0,0.0,0.0,0.0,0.0,0.097,89.85,141.77,planet,CONFIRMED,,kepler,K00105.01,8.981014925,1.0,,,3.14,0.03254688925227724,1.0,0.078,4.6,12.93802,100.0,4.362,1.0,0.785,-0.4,0.967,5666.0,136.649307,,0.008572713363647668,0.111345990219474,0.03147284190695209,0,0.967,0.785,0.0011507299534815843,,,False,32.54688925227724,True,False,True
200.0,,,4.2,2.1472,0.0,2199.0,0.0,0.0,0.0,0.0,0.4,84.54,5545.35,planet,CONFIRMED,,kepler,K02116.01,1.252753881,1.0,,,2.44,0.01414213562373095,1.0,0.0239,4.6,0.89491,100.0,4.041,1.0,1.165,0.16,1.705,5907.0,133.17054,,0.07141599640884823,0.7982413905608966,0.02411234123846127,0,1.705,1.165,0.00021716895857142805,,,False,14.14213562373095,True,False,True
895.5,,,64.94,5.083,0.0,349.0,0.0,0.0,0.0,0.0,0.045,89.96,3.49,planet,CONFIRMED,,kepler,K00904.03,42.1406089,1.0,,,1.85,0.029924906014890007,1.0,0.2095,4.6,2.91697,100.0,4.656,1.0,0.71,-0.02,0.646,4500.0,139.0604,,0.005025833090576598,0.02373007951482163,0.019331489285618945,0,0.646,0.71,0.0009727123683561569,,,False,29.924906014890006,True,False,True
770.9,,,12.22,4.929,0.0,722.0,0.0,0.0,0.0,0.0,0.927,85.65,64.13,planet,CONFIRMED,,kepler,K01724.01,17.42393582,1.0,,,3.29,0.02776508598942204,1.0,0.1311,4.6,0.1136,100.0,4.46,1.0,0.986,-0.2,0.969,6018.0,148.82614,,0.011786946538465843,0.057392314246942626,0.026904368323749955,0,0.969,0.986,0.0008373168255016389,,,False,27.76508598942204,True,False,True
145.6,,,6.73,2.721,0.0,1455.0,0.0,0.0,0.0,0.0,0.509,85.66,1056.15,planet,CONFIRMED,,kepler,K02579.01,2.7296036,1.0,,,1.53,0.012066482503198684,0.999,0.0394,4.6,0.77497,100.0,4.292,1.0,1.09,0.16,1.235,5887.0,133.28661,,0.04153533502080669,0.3663535613742596,0.014902105891450376,0,1.235,1.09,0.00015809470098629322,,,False,12.066482503198683,True,False,True
797.9,,,64.8,4.298,0.0,463.0,0.0,0.0,0.0,0.0,0.614,89.46,10.85,planet,CONFIRMED,,kepler,K02291.01,44.2993483,1.0,,,2.68,0.028247123747383553,0.985,0.2348,4.6,2.62575,100.0,4.459,1.0,0.878,0.16,0.915,5316.0,141.28194,,0.004042572638327804,0.022573695514161773,0.025846118228855953,0,0.915,0.878,0.0008666547156729416,,,False,28.247123747383554,True,False,True
151.0,,,16.49,4.594,0.0,1049.0,0.0,0.0,0.0,0.0,0.403,88.6,285.79,planet,CONFIRMED,,kepler,K03109.01,10.6761592,1.0,,,1.79,0.012288205727444507,0.989,0.1059,4.6,0.74405,100.0,4.267,1.0,1.388,0.4,1.434,6460.0,140.59136,,0.017929356717223423,0.0936666437120945,0.017621287013155424,0,1.434,1.388,0.00016395854610027982,,,False,12.288205727444508,True,False,True
858.5,,,22.19,6.4415,0.0,729.0,0.0,0.0,0.0,0.0,0.488,88.74,66.83,planet,CONFIRMED,,kepler,K00546.01,20.68420772,1.0,,,3.28,0.02930017064796722,1.0,0.1559,4.6,0.4832,100.0,4.433,1.0,1.18,0.07,1.092,6246.0,170.19034,,0.012975881743530147,0.048346062538961974,0.031995786347580206,0,1.092,1.18,0.000932504866796577,,,False,29.30017064796722,True,False,True
1037.0,,,76.2,3.4449,0.0,352.0,0.0,0.0,0.0,0.0,0.835,89.37,3.63,planet,CONFIRMED,,kepler,K00174.01,56.35407916,1.0,,,2.59,0.032202484376209234,0.999,0.2537,4.6,2.63903,100.0,4.582,1.0,0.686,-0.22,0.701,4802.0,144.83768,,0.002547064953230264,0.01774494437502579,0.022573941547722673,0,0.701,0.686,0.001126492631765683,,,False,32.20248437620924,True,False,True
281.0,,,9.1,3.846,0.0,891.0,0.0,0.0,0.0,0.0,0.956,83.97,149.42,planet,CONFIRMED,,kepler,K00339.02,12.8344771,1.0,,,2.55,0.01676305461424021,1.0,0.1075,4.6,0.08653,100.0,4.29,1.0,1.005,-0.16,1.189,6078.0,138.32626,,0.012485900185212843,0.07791513376107859,0.01993127193633161,0,1.189,1.005,0.0003051347469770525,,,False,16.763054614240207,True,False,True
388.2,,,4.35,1.4325,0.0,1164.0,0.0,0.0,0.0,0.0,0.851,78.73,436.04,planet,CONFIRMED,,kepler,K01937.01,1.411230023,1.0,,,1.71,0.019702791680368547,0.972,0.0221,4.6,0.78246,100.0,4.564,1.0,0.726,0.18,0.737,4575.0,132.641925,,0.04229466424836684,0.70860170468468,0.01452095746843162,0,0.737,0.726,0.0004215646256760452,,,False,19.70279168036855,True,False,True
520.3,,,20.16,2.6215,0.0,1058.0,0.0,0.0,0.0,0.0,0.026,89.92,295.82,planet,CONFIRMED,,kepler,K01998.01,6.77408984,1.0,,,2.5,0.02281008548866049,1.0,0.0741,4.6,3.37561,100.0,4.433,1.0,1.18,0.07,1.092,6246.0,135.95524,,0.01612455241170328,0.1476213076028528,0.02490861335361726,0,1.092,1.18,0.000565055559290034,,,False,22.810085488660494,True,False,True
902.0,,,34.3,4.9381,0.0,530.0,0.0,0.0,0.0,0.0,0.838,88.6,18.7,planet,CONFIRMED,,kepler,K00954.02,36.9250409,1.0,,,3.01,0.030033314835362413,1.0,0.2155,4.6,0.56084,100.0,4.532,1.0,0.978,-0.2,0.887,5926.0,174.22246,,0.005572212288779528,0.027081892819243975,0.02663955025896646,0,0.887,0.978,0.0009797760021278636,,,False,30.03331483536241,True,False,True
252.5,,,14.47,4.981,0.0,831.0,0.0,0.0,0.0,0.0,0.795,86.85,112.85,planet,CONFIRMED,,kepler,K02729.01,14.8877665,1.0,,,1.96,0.015890248582070703,1.0,0.1186,4.6,0.25852,100.0,4.344,1.0,1.001,-0.2,1.116,6143.0,141.95432,,0.013940416560581243,0.0671692426127183,0.017733517417590907,0,1.116,1.001,0.00027418300876319595,,,False,15.890248582070702,True,False,True
605.5,,,26.3,3.0049,0.0,596.0,0.0,0.0,0.0,0.0,0.845,88.16,29.74,planet,CONFIRMED,,kepler,K00582.02,17.73842886,1.0,,,2.47,0.024606909598728566,0.994,0.1241,4.6,1.08804,100.0,4.469,1.0,0.81,0.14,0.868,5105.0,148.99011,,0.007058357177788218,0.05637477861723093,0.021358797531696394,0,0.868,0.81,0.0006576123842282134,,,False,24.606909598728567,True,False,True
238.4,,,8.29,3.2645,0.0,867.0,0.0,0.0,0.0,0.0,0.963,83.33,133.56,planet,CONFIRMED,,kepler,K01717.01,10.56137217,1.0,,,2.43,0.015440207252495026,0.969,0.0954,4.6,0.09679,100.0,4.316,1.0,1.034,0.38,1.171,5610.0,133.76396,,0.012879087219339351,0.09468466633914673,0.018080482692671675,0,1.171,1.034,0.00025887036978859793,,,False,15.440207252495025,True,False,True
189.3,,,25.36,6.22,0.0,785.0,0.0,0.0,0.0,0.0,0.059,89.87,89.74,planet,CONFIRMED,,kepler,K01534.01,20.4222447,1.0,,,1.78,0.013758633653092156,1.0,0.1536,4.6,0.73981,100.0,4.274,1.0,1.157,0.1,1.299,6119.0,146.9837,,0.012690410406583105,0.048966213787458926,0.01787246511536671,0,1.299,1.157,0.0002055493194176112,,,False,13.758633653092156,True,False,True
829.4,,,16.85,5.474,0.0,730.0,0.0,0.0,0.0,0.0,0.716,87.56,67.34,planet,CONFIRMED,,kepler,K01969.01,16.34355902,1.0,,,3.26,0.028799305547182904,1.0,0.1264,4.6,0.33885,100.0,4.394,1.0,1.008,0.16,1.056,5730.0,145.04116,,0.013955548669308952,0.06118618342408017,0.030412066657825147,0,1.056,1.008,0.0009008832561775957,,,False,28.799305547182904,True,False,True
580.7,,,16.41,5.907,0.0,569.0,0.0,0.0,0.0,0.0,0.918,86.79,24.71,planet,CONFIRMED,,kepler,K01518.01,27.5071114,1.0,,,2.58,0.024097717734258572,1.0,0.1771,4.6,0.11046,100.0,4.539,1.0,0.977,-0.08,0.88,5783.0,151.84775,,0.008947686160895833,0.036354235290587435,0.021205991606147542,0,0.88,0.977,0.0006306701469078243,,,False,24.097717734258573,True,False,True
633.0,,,26.455,5.1126,0.0,815.0,0.0,0.0,0.0,0.0,0.0,90.0,104.37,planet,CONFIRMED,,kepler,K00597.01,17.30795548,1.0,,,3.56,0.025159491250818244,1.0,0.1305,4.6,1.16924,100.0,4.117,1.0,0.989,0.16,1.439,5565.0,176.94326,,0.01230792396283654,0.05777689925049426,0.03620450790992746,0,1.439,0.989,0.0006874886307265445,,,False,25.15949125081825,True,False,True
1772.5,,,40.546,4.1072,0.0,521.0,0.0,0.0,0.0,0.0,0.036,89.95,17.48,planet,CONFIRMED,,kepler,K00881.01,21.02250608,1.0,,,3.07,0.04210106887004176,1.0,0.1378,4.6,2.85327,100.0,4.585,1.0,0.789,-0.08,0.75,5067.0,207.67593,,0.008140482047292305,0.047568068059752465,0.03157580165253132,0,0.75,0.789,0.001926175000272859,,,False,42.10106887004177,True,False,True
1033.9,,,8.14,3.613,0.0,728.0,0.0,0.0,0.0,0.0,0.929,83.45,66.47,planet,CONFIRMED,,kepler,K01563.02,8.29084167,1.0,,,3.21,0.03215431541799638,0.999,0.0752,4.6,0.14861,100.0,4.562,1.0,0.823,0.04,0.787,5103.0,359.63666,,0.018157585521310124,0.12061501591791945,0.025305446233963153,0,0.787,0.823,0.0011231233608194127,,,False,32.154315417996386,True,False,True
418.3,,,19.47,2.591,0.0,804.0,0.0,0.0,0.0,0.0,0.08,89.76,98.81,planet,CONFIRMED,,kepler,K01082.01,6.50327035,1.0,,,1.67,0.020452383724153037,1.0,0.0634,4.6,3.30276,100.0,4.49,1.0,0.8,0.18,0.843,4999.0,135.26657,,0.016600622075219947,0.15376878803754482,0.01724135947946101,0,0.843,0.8,0.00045425846923418485,,,False,20.452383724153034,True,False,True
50.2,,,11.56,2.396,0.0,938.0,0.0,0.0,0.0,0.0,0.025,89.88,182.81,planet,CONFIRMED,,kepler,K03158.01,3.60011712,1.0,,,0.5,0.007085195833567341,1.0,0.0407,4.6,2.25676,100.0,4.562,1.0,0.692,-0.36,0.721,5051.0,133.25983,,0.027730579313301154,0.2777687410347361,0.005108426196002052,0,0.721,0.692,5.4505325573976864e-05,,,False,7.08519583356734,True,False,True
