object_id,period_days,duration_hours,depth_ppm,planet_radius_rearth,planet_mass_earth,score,label_raw,stellar_teff_k,stellar_radius_rsun,stellar_logg,stellar_mass_msun,stellar_metallicity,impact_parameter,semi_major_axis_au,inclination_deg,equilibrium_temp_k,insolation_flux,distance_ratio,stellar_density,transit_epoch,eccentricity,longitude_periastron,transit_ingress_hours,radius_ratio,stellar_luminosity,stellar_age_gyr,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,mission,label,stellar_distance_pc,planet_radius_jupiter,planet_mass_jupiter,discovery_year,discovery_method,duty_cycle,transit_frequency,planet_radius_from_depth,mission_encoded,stellar_radius_solar,stellar_mass_solar,transit_depth_mag,habitable_zone_inner,habitable_zone_outer,in_habitable_zone,transit_snr,has_radius_measurement,has_mass_measurement,has_stellar_parameters,multi_planet_system,binary_label
K02424.01,11.94019101,2.866,631.7,1.86,1.0,0.986,CONFIRMED,5073.0,0.748,4.607,0.856,0.07,0.348,0.096,89.35,625.0,35.99,30.6,3.80666,136.55603,0.0,0.0,0.0,0.025133642792082488,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.010001235873584795,0.08375075400071008,0.0187999648084777,0,0.748,0.856,0.0006860762805607512,0.0,0.0,False,25.133642792082487,True,False,True,False,exoplanet
K02497.01,48.4313003,4.03,886.4,2.78,1.0,0.985,CONFIRMED,4891.0,0.805,4.516,0.776,0.16,0.846,0.239,89.11,396.0,5.81,54.2,1.285,141.45612,0.0,0.0,0.0,0.02977247050548543,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.003467110435328673,0.020647804081361822,0.023966838756915774,0,0.805,0.776,0.0009628233582791582,0.0,0.0,False,29.77247050548543,True,False,True,False,exoplanet
K00248.01,7.203855862,2.5418,1765.9,2.25,1.0,1.0,CONFIRMED,3834.0,0.539,4.708,0.541,-0.02,0.037,0.0595,89.9,509.0,15.87,22.473,4.13698,170.285731,0.0,0.0,0.0,0.04202261296016706,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.014701617489599535,0.13881454864678136,0.022650188385530047,0,0.539,0.541,0.0019189964410144243,0.0,0.0,False,42.02261296016706,True,False,True,False,exoplanet
K02498.01,6.73808701,2.591,92.9,0.73,1.0,0.922,CONFIRMED,5168.0,0.769,4.566,0.793,-0.12,0.148,0.0647,89.57,786.0,90.19,19.83,3.24733,133.32953,0.0,0.0,0.0,0.009638464608017192,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.01602210437073791,0.14841007522103813,0.007411979283565221,0,0.769,0.793,0.00010086957888646555,0.0,0.0,False,9.638464608017191,True,False,True,False,exoplanet
K02577.01,18.55581565,5.372,565.9,20.83,1.0,1.0,CANDIDATE,5988.0,8.841,2.982,2.734,0.56,0.073,0.1919,89.84,1793.0,2442.24,26.895,1.06884,132.07105,0.0,0.0,0.0,0.023788652757144528,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.01206270516776412,0.053891460168715356,0.21031547902591474,0,8.841,2.734,0.0006145920334947108,0.0,0.0,False,23.78865275714453,True,False,True,False,exoplanet
K02578.01,13.33094869,1.426,725.6,25.95,1.0,1.0,CANDIDATE,5991.0,1.039,4.394,0.976,-0.18,1.199,0.1092,86.44,815.0,104.37,19.3,0.76484,133.78632,0.0,0.0,0.0,0.026936963451733013,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.004457047135080276,0.07501341601818137,0.027987505026350598,0,1.039,0.976,0.00078809614604424,0.0,0.0,False,26.93696345173301,True,False,True,False,exoplanet
K00255.01,27.52194772,4.047,2312.8,2.47,1.0,1.0,CONFIRMED,3780.0,0.511,4.746,0.531,-0.02,0.35,0.1445,89.61,314.0,2.28,51.1,3.33633,189.824523,0.0,0.0,0.0,0.04809157930448947,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.00612692828703622,0.03633463772890271,0.02457479702459412,0,0.511,0.531,0.0025139990047357143,0.0,0.0,False,48.09157930448947,True,False,True,False,exoplanet
K02652.01,16.1289679,6.271,389.0,2.94,1.0,1.0,CONFIRMED,5392.0,1.087,4.314,0.888,0.18,0.968,0.1202,81.65,715.0,61.87,6.67,0.02158,143.75518,0.0,0.0,0.0,0.01972308292331602,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.016200147975163785,0.06200024739338715,0.021438991137644515,0,1.087,0.888,0.00042243355230476464,0.0,0.0,False,19.72308292331602,True,False,True,False,exoplanet
K02654.01,13.5631157,5.438,336.4,1.75,1.0,0.978,CONFIRMED,5853.0,0.895,4.529,0.99,-0.1,0.704,0.1109,87.13,733.0,68.41,14.04,0.28446,140.65364,0.0,0.0,0.0,0.0183412104289766,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.016705846823479746,0.07372937178439022,0.01641538333393406,0,0.895,0.99,0.00036530310670873775,0.0,0.0,False,18.341210428976602,True,False,True,False,exoplanet
K02655.01,16.2959916,2.116,369.6,1.83,1.0,0.894,CONFIRMED,5495.0,0.961,4.442,0.932,0.16,0.213,0.123,89.79,678.0,49.81,58.5,14.28447,133.90784,0.0,0.0,0.0,0.019224983745116664,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.005410328431113494,0.06136478371773338,0.018475209379057115,0,0.961,0.932,0.00040136227759729633,0.0,0.0,False,19.224983745116663,True,False,True,False,exoplanet
K02426.01,4.16056658,2.61,75.8,0.7,1.0,0.986,CONFIRMED,5481.0,0.815,4.574,0.914,-0.06,0.069,0.0491,89.68,985.0,222.54,12.26,2.01253,132.27418,0.0,0.0,0.0,0.008706319543871566,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.02613826696651493,0.24035188015186143,0.007095650428255326,0,0.815,0.914,8.230192360293445e-05,0.0,0.0,False,8.706319543871565,True,False,True,False,exoplanet
K00245.01,39.79220077,4.466,610.4,1.9,1.0,0.997,CONFIRMED,5437.0,0.781,4.571,0.829,-0.24,0.019,0.2144,89.98,458.0,10.38,69.576,4.02378,175.250558,0.0,0.0,0.0,0.024706274506691616,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.004676377021942064,0.02513055273770926,0.019295600389726154,0,0.781,0.829,0.0006629357279583318,0.0,0.0,False,24.706274506691614,True,False,True,False,exoplanet
K02503.01,14.8200596,3.902,184.9,0.96,1.0,1.0,CONFIRMED,4825.0,0.732,4.603,0.785,0.08,0.059,0.1089,89.88,552.0,21.92,29.32,2.17048,133.39933,0.0,0.0,0.0,0.013597793938724031,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.0109704911937961,0.06747611190443525,0.00995358516314599,0,0.732,0.785,0.00020077118612803294,0.0,0.0,False,13.597793938724031,True,False,True,False,exoplanet
K02504.01,20.49041,4.369,661.8,2.34,1.0,0.96,CONFIRMED,5681.0,0.923,4.524,1.038,0.21,0.011,0.1485,89.98,625.0,36.01,36.66,2.21987,144.41979,0.0,0.0,0.0,0.025725473756570548,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.00888423739040198,0.048803318235213444,0.023744612277314617,0,0.923,1.038,0.0007187780902218755,0.0,0.0,False,25.725473756570548,True,False,True,False,exoplanet
K02506.01,8.679037,2.864,301.6,1.79,1.0,1.0,CONFIRMED,6117.0,1.027,4.42,1.008,-0.18,0.224,0.083,89.44,949.0,191.84,22.95,3.03696,140.90423,0.0,0.0,0.0,0.017366634676873927,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.013749605322956146,0.11522015633762134,0.01783553381314952,0,1.027,1.008,0.00032750742995845436,0.0,0.0,False,17.36663467687393,True,False,True,False,exoplanet
K02507.01,11.1296971,2.942,371.0,1.93,1.0,1.0,CONFIRMED,6122.0,0.964,4.487,1.041,-0.18,0.572,0.0989,88.66,843.0,119.44,24.37,2.20963,138.57573,0.0,0.0,0.0,0.019261360284258223,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.011014076324982228,0.0898497048944845,0.018567951314024927,0,0.964,1.041,0.0004028828713598719,0.0,0.0,False,19.26136028425822,True,False,True,False,exoplanet
K02579.01,2.7296036,2.721,145.6,1.53,1.0,0.999,CONFIRMED,5887.0,1.235,4.292,1.09,0.16,0.509,0.0394,85.66,1455.0,1056.15,6.73,0.77497,133.28661,0.0,0.0,0.0,0.012066482503198684,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.04153533502080669,0.3663535613742596,0.014902105891450376,0,1.235,1.09,0.00015809470098629322,0.0,0.0,False,12.066482503198683,True,False,True,False,exoplanet
K02580.01,3.11604194,1.7763,345.2,1.59,1.0,1.0,CONFIRMED,5591.0,0.86,4.559,0.977,0.07,0.195,0.0415,89.17,1123.0,375.55,13.389,4.67593,133.84988,0.0,0.0,0.0,0.018579558659989746,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.02375208723923658,0.3209199424318403,0.015978420447591183,0,0.86,0.977,0.00037486084258709203,0.0,0.0,False,18.579558659989747,True,False,True,False,exoplanet
K00250.04,46.82767725,1.9033,1537.7,2.13,1.0,0.965,CONFIRMED,3879.0,0.537,4.708,0.537,-0.12,0.393,0.2068,89.87,276.0,1.37,180.2,50.49124,136.74468,0.0,0.0,0.0,0.03921351807731614,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.0016935319307699948,0.02135489220747117,0.02105765920751877,0,0.537,0.537,0.0016708215026466477,0.0,0.0,False,39.213518077316145,True,False,True,False,exoplanet
K02581.01,12.7372371,3.358,100.8,0.87,1.0,1.0,CONFIRMED,5420.0,0.868,4.502,0.874,0.0,0.364,0.1021,89.24,697.0,55.82,27.3,2.3695,136.0162,0.0,0.0,0.0,0.010039920318408906,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.01098485217541147,0.07850996194457274,0.00871465083637893,0,0.868,0.874,0.0001094477256976839,0.0,0.0,False,10.039920318408907,True,False,True,False,exoplanet
K02582.01,40.0306267,4.815,214.5,2.01,1.0,0.984,CONFIRMED,5855.0,1.373,4.227,1.161,0.26,0.322,0.2408,89.7,617.0,34.19,61.0,2.68444,148.85882,0.0,0.0,0.0,0.01464581851587681,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.00501178763708938,0.02498087295745485,0.02010870882229886,0,1.373,1.161,0.00023291539699009,0.0,0.0,False,14.64581851587681,True,False,True,False,exoplanet
K02668.01,0.679336747,1.2188,240.7,1.4,1.0,1.0,CONFIRMED,5440.0,0.913,4.491,0.942,0.21,0.209,0.0148,87.19,1883.0,2982.78,4.269,3.18974,132.856178,0.0,0.0,0.0,0.015514509338035798,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.07475428579065713,1.472024006379858,0.014164747025626685,0,0.913,0.942,0.00026136816140553607,0.0,0.0,False,15.514509338035799,True,False,True,False,exoplanet
K02671.01,21.47642727,5.5498,348130.0,59.5,1.0,0.0,CANDIDATE,5780.0,1.0,4.438,1.0,0.0,0.006,0.1515,89.99,655.0,43.52,45.679,3.90916,149.26156,0.0,0.0,0.0,0.5900254231810693,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.010767231614435407,0.04656267951033366,0.5900254231810693,0,1.0,1.0,0.4645975133998985,0.0,0.0,False,590.0254231810693,True,False,True,False,exoplanet
K02672.01,88.5122014,6.8214,2518.7,4.7,1.0,0.82,CONFIRMED,5593.0,0.945,4.45,0.918,0.02,0.242,0.378,89.86,390.0,5.47,100.84,2.47617,182.67266,0.0,0.0,0.0,0.05018665161175828,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.003211139204588804,0.011297877402018836,0.047426385773111576,0,0.945,0.918,0.002738093446236068,0.0,0.0,False,50.18665161175828,True,False,True,False,exoplanet
K02432.01,31.0572947,3.401,636.6,1.85,1.0,1.0,CONFIRMED,5395.0,0.734,4.615,0.821,-0.34,0.335,0.1803,89.72,480.0,12.57,67.4,6.0153,147.56275,0.0,0.0,0.0,0.02523093339533835,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.004562803512095126,0.03219855462813379,0.01851950511217835,0,0.734,0.821,0.0006913997638509774,0.0,0.0,False,25.23093339533835,True,False,True,False,exoplanet
K02433.01,15.1622287,7.332,479.8,3.12,1.0,0.982,CONFIRMED,6325.0,1.112,4.409,1.157,-0.04,0.959,0.1259,80.54,829.0,111.74,5.84,0.01635,144.474,0.0,0.0,0.0,0.02190433747000808,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.020148752933663375,0.06595336475830892,0.024357623266648986,0,1.112,1.157,0.0005210612436337705,0.0,0.0,False,21.90433747000808,True,False,True,False,exoplanet
K02433.02,10.04378351,5.548,437.9,2.94,1.0,1.0,CONFIRMED,6325.0,1.112,4.409,1.157,-0.04,0.953,0.0957,79.64,951.0,193.39,5.3,0.02787,353.61859,0.0,0.0,0.0,0.02092606030766422,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.02301589499977849,0.09956407353905619,0.023269779062122613,0,1.112,1.157,0.0004755480129017793,0.0,0.0,False,20.926060307664223,True,False,True,False,exoplanet
K02508.01,7.10397925,1.5398,370.5,1.51,1.0,0.294,CANDIDATE,5488.0,0.789,4.584,0.877,-0.18,0.192,0.0691,89.69,818.0,105.84,35.22,16.37752,136.33096,0.0,0.0,0.0,0.01924837655492016,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.009031323301420585,0.14076617692823357,0.015186969101832006,0,0.789,0.877,0.00040233980191454067,0.0,0.0,False,19.24837655492016,True,False,True,False,exoplanet
K02509.01,4.5513988,2.457,188.7,1.13,1.0,0.976,CONFIRMED,5009.0,0.84,4.491,0.797,0.16,0.248,0.0499,88.98,907.0,159.65,13.9,2.45318,133.05954,0.0,0.0,0.0,0.013736811857195977,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.022493084983016647,0.21971267382678045,0.01153892196004462,0,0.84,0.797,0.00020489775454909795,0.0,0.0,False,13.736811857195976,True,False,True,False,exoplanet
K00248.02,10.91274065,2.1801,1387.2,2.13,1.0,1.0,CONFIRMED,3834.0,0.539,4.708,0.541,-0.02,0.685,0.0785,88.68,443.0,9.12,29.7,4.17699,169.85247,0.0,0.0,0.0,0.037245133910351294,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.008323985964057527,0.09163600896169012,0.02007512717767935,0,0.539,0.541,0.0015071788843741879,0.0,0.0,False,37.24513391035129,True,False,True,False,exoplanet
K02583.01,3.03267135,1.774,42.4,0.6,1.0,0.998,CONFIRMED,5640.0,0.921,4.492,0.962,0.06,0.238,0.0405,88.93,1187.0,468.31,12.78,4.29145,134.0668,0.0,0.0,0.0,0.006511528238439882,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.024373451039020985,0.32974229139599975,0.005997117507603132,0,0.921,0.962,4.6036191055889884e-05,0.0,0.0,False,6.511528238439882,True,False,True,False,exoplanet
K02585.01,5.34182466,3.577,70.5,0.95,1.0,0.989,CONFIRMED,5767.0,1.135,4.287,0.91,-0.14,0.07,0.058,89.65,1125.0,379.09,11.48,1.0041,136.3186,0.0,0.0,0.0,0.008396427811873332,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.027900890829064887,0.18720195132724554,0.009529945566476232,0,1.135,0.91,7.65471007524267e-05,0.0,0.0,False,8.396427811873332,True,False,True,False,exoplanet
K02586.01,2.131945045,1.8061,269.4,1.66,1.0,1.0,CONFIRMED,5845.0,1.013,4.469,1.102,0.26,0.209,0.0335,88.66,1418.0,955.16,8.98,3.01046,133.65547,0.0,0.0,0.0,0.016413409152275463,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.03529836139217494,0.469055242462875,0.01662678347125504,0,1.013,1.102,0.00029253674003020463,0.0,0.0,False,16.413409152275467,True,False,True,False,exoplanet
K02587.01,12.9462567,9.568,168.7,1.13,1.0,0.999,CONFIRMED,6058.0,0.867,4.54,0.95,-0.4,0.109,0.1062,89.4,764.0,80.34,10.416,0.12756,139.4165,0.0,0.0,0.0,0.012988456413292535,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.030793972026421094,0.0772424047485479,0.011260991710324627,0,0.867,0.95,0.0001831791493384384,0.0,0.0,False,12.988456413292536,True,False,True,False,exoplanet
K02588.01,5.77957133,2.5213,396.6,1.5,1.0,1.0,CONFIRMED,4102.0,0.581,4.687,0.599,-0.14,0.946,0.0532,82.13,598.0,30.22,6.91,0.18683,136.53014,0.0,0.0,0.0,0.019914818603241156,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.01817680943245088,0.17302321277865432,0.01157050960848311,0,0.581,0.599,0.00043068838996119385,0.0,0.0,False,19.914818603241155,True,False,True,False,exoplanet
K02656.01,6.77367892,3.579,150.7,1.33,1.0,0.99,CANDIDATE,6392.0,1.072,4.425,1.116,-0.2,0.228,0.0727,89.09,1083.0,324.84,14.26,1.19569,138.07568,0.0,0.0,0.0,0.012275992831539125,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.022015362960250855,0.14763026293546255,0.013159864315409943,0,1.072,1.116,0.00016363277609637768,0.0,0.0,False,12.275992831539124,True,False,True,False,exoplanet
K02657.01,5.22402436,2.608,48.1,0.58,1.0,1.0,CANDIDATE,5487.0,0.84,4.512,0.837,-0.18,0.12,0.0556,89.55,941.0,185.16,15.3,2.48173,132.85379,0.0,0.0,0.0,0.0069354163537598814,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.020801332302107924,0.1914233033936312,0.0058257497371583,0,0.84,0.837,5.2225167474208054e-05,0.0,0.0,False,6.935416353759881,True,False,True,False,exoplanet
K02658.01,11.6601667,5.882,181.0,2.08,1.0,0.995,CONFIRMED,5791.0,1.083,4.381,1.03,0.16,0.983,0.1016,76.07,834.0,114.36,4.09,0.00949,140.62189,0.0,0.0,0.0,0.01345362404707371,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.021018853301071016,0.08576206719240129,0.014570274842980829,0,1.083,1.03,0.00019653604010944528,0.0,0.0,False,13.453624047073712,True,False,True,False,exoplanet
K02660.01,18.0161227,4.016,499.5,2.39,1.0,1.0,CONFIRMED,6245.0,1.065,4.406,1.049,-0.16,0.023,0.1369,89.96,768.0,82.38,34.97,2.49234,145.24169,0.0,0.0,0.0,0.022349496638627012,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.009287977003694214,0.05550583866749531,0.023802213920137767,0,1.065,1.049,0.000542460725124262,0.0,0.0,False,22.34949663862701,True,False,True,False,exoplanet
K02436.01,84.5733346,5.762,891.6,2.59,1.0,0.982,CONFIRMED,5418.0,0.888,4.543,1.005,0.36,0.024,0.3778,89.99,366.0,4.26,115.1,4.03227,150.152,0.0,0.0,0.0,0.029859671799937787,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.002838759219662285,0.011824057839620764,0.026515388558344757,0,0.888,1.005,0.0009684742101512694,0.0,0.0,False,29.85967179993779,True,False,True,False,exoplanet
K00245.02,21.30181863,3.8763,87.3,0.72,1.0,1.0,CONFIRMED,5437.0,0.781,4.571,0.829,-0.24,0.086,0.1413,89.88,564.0,23.89,42.18,3.12966,191.84136,0.0,0.0,0.0,0.009343446901438462,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.007582099106436716,0.04694434861968403,0.007297232030023439,0,0.781,0.829,9.478890827144796e-05,0.0,0.0,False,9.343446901438462,True,False,True,False,exoplanet
K02437.01,4.14789051,3.829,137.6,1.93,1.0,0.987,CONFIRMED,6150.0,1.417,4.223,1.23,0.16,0.878,0.0541,78.14,1389.0,878.32,4.27,0.0858,135.53291,0.0,0.0,0.0,0.011730302638892146,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.03846332642629631,0.24108640225414243,0.01662183883931017,0,1.417,1.23,0.0001494075812520188,0.0,0.0,False,11.730302638892143,True,False,True,False,exoplanet
K02512.01,15.92108138,1.5443,716.8,3.14,1.0,1.0,CANDIDATE,5595.0,0.82,4.57,0.917,-0.14,0.972,0.1201,88.01,645.0,40.88,28.0,1.63255,147.0537,0.0,0.0,0.0,0.02677312084909042,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.004041549176060636,0.06280980394059138,0.021953959096254142,0,0.82,0.917,0.0007785347717791532,0.0,0.0,False,26.773120849090414,True,False,True,False,exoplanet
K02513.01,19.0054098,1.843,542.4,28.47,1.0,1.0,CONFIRMED,6347.0,1.036,4.423,1.032,-0.32,1.228,0.1412,86.29,758.0,78.19,18.98,0.35836,144.15574,0.0,0.0,0.0,0.023289482604815417,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.00404051622536793,0.05261659761737945,0.02412790397858877,0,1.036,1.032,0.0005890630858154125,0.0,0.0,False,23.28948260481542,True,False,True,False,exoplanet
K02516.01,2.81043228,3.874,47.4,1.43,1.0,0.992,CANDIDATE,5415.0,2.079,3.868,1.164,0.12,0.351,0.041,86.18,1701.0,1978.53,5.27,0.35002,133.40821,0.0,0.0,0.0,0.006884765791223402,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.057434818058190916,0.35581714852777024,0.014313428079953455,0,2.079,1.164,5.146511583845014e-05,0.0,0.0,False,6.884765791223402,True,False,True,False,exoplanet
K02517.01,0.968527683,1.3672,114.6,1.21,1.0,0.98,CONFIRMED,5580.0,0.886,4.538,0.989,0.14,0.941,0.0191,65.17,1677.0,1867.0,2.24,0.2269,131.50954,0.0,0.0,0.0,0.01070513895285811,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.058817799084702735,1.0324950102639452,0.009484753112232285,0,0.886,0.989,0.00012443249918363706,0.0,0.0,False,10.705138952858109,True,False,True,False,exoplanet
K02589.01,0.664074145,1.0925,212.6,1.19,1.0,1.0,CONFIRMED,5178.0,0.797,4.585,0.896,0.16,0.525,0.0143,82.63,1703.0,1998.48,4.09,2.93951,133.40285,0.0,0.0,0.0,0.014580809305384938,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.06854781755331453,1.505855946251303,0.011620905016391797,0,0.797,0.896,0.00023085205757491774,0.0,0.0,False,14.580809305384939,True,False,True,False,exoplanet
K02592.01,175.603366,9.543,506.8,2.87,1.0,0.994,CANDIDATE,6225.0,1.009,4.461,1.07,-0.18,0.952,0.6288,88.99,348.0,3.46,53.9,0.09615,202.3721,0.0,0.0,0.0,0.022512218904408333,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.002264335867001547,0.0056946516617454816,0.022714828874548006,0,1.009,1.07,0.0005503905893302539,0.0,0.0,False,22.512218904408336,True,False,True,False,exoplanet
K00004.01,3.849371737,2.632,1298.6,12.94,1.0,1.0,CONFIRMED,6244.0,2.992,3.657,1.482,-0.16,0.915,0.0548,80.61,2034.0,4055.29,5.6,0.22463,157.526686,0.0,0.0,0.0,0.03603609301797297,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.028489497549055935,0.2597826524230024,0.10781999030977513,0,2.992,1.482,0.0014108533009435376,0.0,0.0,False,36.036093017972966,True,False,True,False,exoplanet
K00251.01,4.164384505,1.8464,2338.0,2.54,1.0,1.0,CONFIRMED,3808.0,0.508,4.754,0.534,-0.06,0.59,0.0411,87.73,590.0,28.75,14.89,3.60443,171.087935,0.0,0.0,0.0,0.04835286961494633,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.018474118622082748,0.24013152455046893,0.024563257764392735,0,0.508,0.534,0.0025414233296221075,0.0,0.0,False,48.35286961494633,True,False,True,False,exoplanet
K02662.01,2.10433534,1.1168,242.1,0.79,1.0,1.0,CONFIRMED,3605.0,0.433,4.837,0.47,0.07,0.872,0.025,83.39,662.0,45.34,7.58,1.86071,133.31612,0.0,0.0,0.0,0.015559562975867927,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.02211307886571602,0.4752094312116623,0.006737290768550812,0,0.433,0.47,0.0002628885591162488,0.0,0.0,False,15.559562975867928,True,False,True,False,exoplanet
K02664.01,28.8431751,3.171,756.7,2.66,1.0,0.998,CONFIRMED,5151.0,0.785,4.528,0.758,-0.16,0.913,0.1679,88.43,491.0,13.77,33.3,0.83649,143.82307,0.0,0.0,0.0,0.02750818060141383,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.004580806362056859,0.03467024682729884,0.021593921772109857,0,0.785,0.758,0.0008218875865411348,0.0,0.0,False,27.50818060141383,True,False,True,False,exoplanet
K02666.01,64.034363,9.174,758.8,3.47,1.0,0.989,CANDIDATE,5691.0,0.783,4.561,0.814,-0.48,0.985,0.2926,86.84,411.0,6.72,17.89,0.02643,159.0432,0.0,0.0,0.0,0.02754632461872182,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.005969451121111332,0.015616615097740568,0.021568772176459187,0,0.783,0.814,0.0008241693615860527,0.0,0.0,False,27.546324618721822,True,False,True,False,exoplanet
K02439.01,5.19103699,4.222,290.1,1.92,1.0,1.0,CONFIRMED,6321.0,1.125,4.417,1.207,0.07,0.117,0.0625,89.3,1183.0,462.91,9.496,0.6011,135.21628,0.0,0.0,0.0,0.017032322213955443,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.033888540383270646,0.19263973690158584,0.019161362490699874,0,1.125,1.207,0.00031501776853720903,0.0,0.0,False,17.032322213955442,True,False,True,False,exoplanet
K02440.01,4.86638504,2.296,143.8,1.32,1.0,0.984,CONFIRMED,5688.0,1.111,4.333,0.969,0.1,0.176,0.0557,89.38,1121.0,372.7,16.13,3.35225,134.01501,0.0,0.0,0.0,0.011991663771137015,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.019658671864293473,0.20549134352920007,0.013322738449733224,0,1.111,0.969,0.00015614009298601475,0.0,0.0,False,11.991663771137015,True,False,True,False,exoplanet
