object_id,period_days,duration_hours,depth_ppm,planet_radius_rearth,planet_mass_earth,score,label_raw,stellar_teff_k,stellar_radius_rsun,stellar_logg,stellar_mass_msun,stellar_metallicity,impact_parameter,semi_major_axis_au,inclination_deg,equilibrium_temp_k,insolation_flux,distance_ratio,stellar_density,transit_epoch,eccentricity,longitude_periastron,transit_ingress_hours,radius_ratio,stellar_luminosity,stellar_age_gyr,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,mission,label,stellar_distance_pc,planet_radius_jupiter,planet_mass_jupiter,discovery_year,discovery_method,duty_cycle,transit_frequency,planet_radius_from_depth,mission_encoded,stellar_radius_solar,stellar_mass_solar,transit_depth_mag,habitable_zone_inner,habitable_zone_outer,in_habitable_zone,transit_snr,has_radius_measurement,has_mass_measurement,has_stellar_parameters,multi_planet_system,binary_label
K00752.01,9.48803557,2.9575,615.8,2.26,1.0,1.0,CONFIRMED,5455.0,0.927,4.467,0.919,0.14,0.146,0.0853,89.66,793.0,93.59,24.81,3.20796,170.53875,0.0,0.0,0.0,0.024815317850069945,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.012987848301950104,0.10539589492706762,0.02300379964701484,0,0.927,0.919,0.0006688023002595659,0.0,0.0,False,24.815317850069945,True,False,True,False,exoplanet
K00752.02,54.4183827,4.507,874.8,2.83,1.0,0.969,CONFIRMED,5455.0,0.927,4.467,0.919,0.14,0.586,0.2734,89.57,443.0,9.11,77.9,3.02368,162.51384,0.0,0.0,0.0,0.029577018105278973,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.003450886581873126,0.018376143324818066,0.027417895783593608,0,0.927,0.919,0.0009502177177767955,0.0,0.0,False,29.57701810527897,True,False,True,False,exoplanet
K00753.01,19.89913995,1.7822,10829.0,14.6,1.0,0.0,CANDIDATE,5853.0,0.868,4.544,0.961,-0.18,0.969,0.1419,88.96,638.0,39.3,53.5,7.29555,175.850252,0.0,0.0,0.0,0.10406248123122953,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.0037317358197349296,0.05025342816386394,0.09032623370870724,0,0.868,0.961,0.011821561358617541,0.0,0.0,False,104.06248123122954,True,False,True,False,exoplanet
K00755.01,2.525591777,1.6545,603.3,2.75,1.0,1.0,CONFIRMED,6031.0,1.046,4.438,1.095,0.07,0.701,0.0374,85.41,1406.0,926.16,8.75,1.98635,171.59555,0.0,0.0,0.0,0.024562166028263874,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.027295583010603065,0.3959468070441061,0.025692025665564014,0,1.046,1.095,0.0006552223200228702,0.0,0.0,False,24.562166028263874,True,False,True,False,exoplanet
K00756.01,11.09432054,4.5945,1517.5,3.9,1.0,1.0,CONFIRMED,6046.0,0.972,4.486,1.053,-0.08,0.538,0.0992,88.11,835.0,114.81,16.36,0.67324,171.20116,0.0,0.0,0.0,0.03895510236156491,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.017255450598329294,0.09013620945911484,0.03786435949544109,0,0.972,1.053,0.0016488560769254256,0.0,0.0,False,38.955102361564904,True,False,True,False,exoplanet
K00756.02,4.13443512,3.1402,686.0,2.77,1.0,1.0,CONFIRMED,6046.0,0.972,4.486,1.053,-0.08,0.762,0.0514,83.72,1160.0,427.65,6.96,0.37377,172.97937,0.0,0.0,0.0,0.026191601707417588,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.031646806122009395,0.24187101042233794,0.025458236859609896,0,0.972,1.053,0.0007450706249173492,0.0,0.0,False,26.19160170741759,True,False,True,False,exoplanet
K00756.03,2.56658897,2.429,226.5,1.59,1.0,0.992,CONFIRMED,6046.0,0.972,4.486,1.053,-0.08,0.755,0.0374,82.17,1360.0,807.74,5.54,0.48909,179.55437,0.0,0.0,0.0,0.015049916943292411,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.03943301187542052,0.3896221840305033,0.014628519268880223,0,0.972,1.053,0.0002459471049389597,0.0,0.0,False,15.049916943292413,True,False,True,False,exoplanet
K00757.01,16.06864674,3.5347,4914.3,5.76,1.0,1.0,CONFIRMED,5031.0,0.848,4.485,0.801,0.16,0.052,0.1158,89.92,600.0,30.75,36.85,3.6659,173.621937,0.0,0.0,0.0,0.07010206844309232,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.009165623530701047,0.062232994239065594,0.059446554039742285,0,0.848,0.801,0.005348786994125727,0.0,0.0,False,70.10206844309232,True,False,True,False,exoplanet
K00001.01,2.470613377,1.74319,14231.0,13.04,1.0,0.811,CONFIRMED,5820.0,0.964,4.457,0.971,-0.06,0.818,0.0354,84.41,1339.0,761.46,8.3977,1.83538,122.763305,0.0,0.0,0.0,0.11929375507544392,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.02939873852494998,0.40475778578284616,0.11499917989272793,0,0.964,0.971,0.01556210863803031,0.0,0.0,False,119.29375507544391,True,False,True,False,exoplanet
K00002.01,2.204735417,3.88864,6674.7,16.1,1.0,1.0,CONFIRMED,6440.0,1.952,4.019,1.449,0.14,0.224,0.0376,87.21,2048.0,4148.92,4.602,0.37936,121.3585417,0.0,0.0,0.0,0.08169883720102752,1.0,4.6,0.0,1.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.0734902997508597,0.4535691640318036,0.15947613021640572,0,1.952,1.449,0.0072712572623239834,0.0,0.0,False,81.69883720102753,True,False,True,False,exoplanet
K00010.01,3.522498429,3.19843,9145.7,14.59,1.0,0.998,CONFIRMED,6225.0,1.451,4.169,1.132,-0.04,0.631,0.0473,85.2,1521.0,1264.67,7.541,0.65374,121.1194228,0.0,0.0,0.0,0.09563315324718726,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.03783335020663161,0.28388940979141597,0.1387637053616687,0,1.451,1.132,0.009975503943323983,0.0,0.0,False,95.63315324718724,True,False,True,False,exoplanet
K00112.02,3.709214104,2.6302,131.1,1.16,1.0,1.0,CONFIRMED,5833.0,1.022,4.407,0.974,-0.04,0.051,0.0465,89.73,1206.0,500.46,10.888,1.77451,133.98318,0.0,0.0,0.0,0.011449890829173874,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.029545791532627763,0.26959888859518905,0.0117017884274157,0,1.022,0.974,0.00014234934764747976,0.0,0.0,False,11.449890829173874,True,False,True,False,exoplanet
K00746.01,9.27358173,3.2875,1288.3,2.47,1.0,1.0,CONFIRMED,4856.0,0.696,4.583,0.676,-0.3,0.387,0.0759,88.93,649.0,41.85,20.65,1.93557,173.258155,0.0,0.0,0.0,0.035892896233098825,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.014770901972378117,0.10783320071089728,0.02498145577823678,0,0.696,0.676,0.0013996557345421477,0.0,0.0,False,35.89289623309883,True,False,True,False,exoplanet
K00747.01,6.02930329,1.5821,1912.7,2.85,1.0,1.0,CONFIRMED,4537.0,0.672,4.648,0.761,0.21,0.258,0.0585,89.5,678.0,50.04,29.31,13.09803,171.602959,0.0,0.0,0.0,0.04373442579936314,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.010933408084258661,0.16585664245130385,0.029389534137172033,0,0.672,0.761,0.0020786762151688122,0.0,0.0,False,43.73442579936314,True,False,True,False,exoplanet
K00749.01,5.349553819,3.0278,831.0,2.55,1.0,1.0,CONFIRMED,5185.0,0.91,4.44,0.831,0.16,0.092,0.0563,89.62,919.0,168.99,13.8015,1.73782,171.80694,0.0,0.0,0.0,0.02882707061079915,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.02358296366423253,0.18693147762123674,0.02623263425582723,0,0.91,0.831,0.0009026218775086882,0.0,0.0,False,28.82707061079915,True,False,True,False,exoplanet
K00749.02,3.94105221,2.5984,363.3,1.7,1.0,0.98,CONFIRMED,5185.0,0.91,4.44,0.831,0.16,0.226,0.046,88.88,1018.0,253.15,11.51,1.85636,136.08662,0.0,0.0,0.0,0.01906043021550143,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.027471512910169405,0.2537393433821066,0.017344991496106302,0,0.91,0.831,0.0003945196320198097,0.0,0.0,False,19.060430215501434,True,False,True,False,exoplanet
K00749.03,8.10904807,3.596,217.4,1.3,1.0,0.971,CONFIRMED,5185.0,0.91,4.44,0.831,0.16,0.025,0.0743,89.92,800.0,97.03,17.46,1.5302,132.8031,0.0,0.0,0.0,0.014744490496453244,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.018477302396029988,0.12331903712589534,0.013417486351772452,0,0.91,0.831,0.0002360647120785144,0.0,0.0,False,14.744490496453242,True,False,True,False,exoplanet
K00750.01,21.67699193,3.4555,857.2,2.95,1.0,1.0,CONFIRMED,4954.0,0.828,4.5,0.791,0.18,0.896,0.1408,87.91,530.0,18.64,24.6,0.60007,171.53594,0.0,0.0,0.0,0.02927797807226449,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.006642027045616318,0.04613186198662759,0.024242165843834994,0,0.828,0.791,0.0009310921978723743,0.0,0.0,False,29.277978072264485,True,False,True,False,exoplanet
K00751.01,4.99677968,2.1717,934.7,2.78,1.0,1.0,CONFIRMED,5339.0,0.847,4.552,0.931,0.18,0.71,0.0559,86.9,917.0,166.95,13.14,1.71827,171.74208,0.0,0.0,0.0,0.03057286378473564,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.018109163460254863,0.20012889581715557,0.025895215625671087,0,0.847,0.931,0.0010153122107037658,0.0,0.0,False,30.572863784735638,True,False,True,False,exoplanet
K00769.01,4.280963604,2.875,750.8,2.3,1.0,1.0,CONFIRMED,5644.0,0.831,4.564,0.928,-0.14,0.424,0.0503,87.72,1012.0,247.87,10.64,1.24482,171.89659,0.0,0.0,0.0,0.02740072991728505,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.02798240717457561,0.2335922685877616,0.022770006561263875,0,0.831,0.928,0.0008154769108862649,0.0,0.0,False,27.40072991728505,True,False,True,False,exoplanet
K00773.01,38.3775486,5.588,724.2,2.82,1.0,1.0,CONFIRMED,5481.0,1.036,4.369,0.915,0.16,0.468,0.2163,89.44,529.0,18.53,47.8,1.40588,172.82048,0.0,0.0,0.0,0.02691096430825176,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.006066915210246997,0.026056901404067273,0.027879759023348823,0,1.036,0.915,0.0007865750126879648,0.0,0.0,False,26.910964308251756,True,False,True,False,exoplanet
K00757.02,41.19725502,4.6297,2213.9,3.86,1.0,0.992,CONFIRMED,5031.0,0.848,4.485,0.801,0.16,0.045,0.217,89.96,439.0,8.76,70.75,3.9471,165.00404,0.0,0.0,0.0,0.04705209878422003,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.004682451939407556,0.02427346189726793,0.039900179769018586,0,0.848,0.801,0.002406376105708686,0.0,0.0,False,47.052098784220036,True,False,True,False,exoplanet
K00757.03,6.252962249,2.5819,1036.9,2.65,1.0,1.0,CONFIRMED,5031.0,0.848,4.485,0.801,0.16,0.105,0.0617,89.68,823.0,108.3,18.94,3.28707,171.30126,0.0,0.0,0.0,0.03220093166354042,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.017204512418713413,0.15992420235064175,0.027306390050682274,0,0.848,0.801,0.001126383945442982,0.0,0.0,False,32.200931663540416,True,False,True,False,exoplanet
K00758.01,16.01308419,3.2554,1121.9,3.1,1.0,1.0,CONFIRMED,5015.0,0.826,4.499,0.785,0.1,0.799,0.1148,88.14,593.0,29.31,24.7,1.10942,176.3608,0.0,0.0,0.0,0.03349477571204202,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.008470677169821753,0.06244893164456659,0.027666684738146707,0,0.826,0.785,0.0012187712457550667,0.0,0.0,False,33.49477571204202,True,False,True,False,exoplanet
K00759.01,32.62876672,4.7971,1804.8,3.36,1.0,1.0,CONFIRMED,5586.0,0.798,4.56,0.844,-0.3,0.021,0.1889,89.98,506.0,15.55,53.95,2.79093,194.1019,0.0,0.0,0.0,0.04248293775152561,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.006125857234565642,0.03064780255353764,0.03390138432571744,0,0.798,0.844,0.001961307118753431,0.0,0.0,False,42.48293775152561,True,False,True,False,exoplanet
K00759.02,91.7732862,6.473,652.0,2.12,1.0,0.978,CONFIRMED,5586.0,0.798,4.56,0.844,-0.3,0.606,0.3764,89.61,359.0,3.92,89.4,1.60558,193.8378,0.0,0.0,0.0,0.02553429066960741,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.002938854480437395,0.010896417044723848,0.020376363954346714,0,0.798,0.844,0.000708130881263531,0.0,0.0,False,25.53429066960741,True,False,True,False,exoplanet
K00760.01,4.959319244,2.22739,9802.0,12.21,1.0,1.0,CONFIRMED,5712.0,1.082,4.359,0.976,0.1,0.831,0.0565,86.15,1103.0,349.4,12.386,1.46169,172.2585292,0.0,0.0,0.0,0.09900505037623081,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.018713841981225495,0.20164057823255552,0.10712346450708174,0,1.082,0.976,0.010694887977002795,0.0,0.0,False,99.0050503762308,True,False,True,False,exoplanet
K00762.01,4.49876511,3.7362,460.0,2.1,1.0,1.0,CONFIRMED,6075.0,0.969,4.486,1.048,-0.12,0.312,0.0542,88.0,1133.0,389.62,8.95,0.67106,171.34905,0.0,0.0,0.0,0.021447610589527218,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.03460394045778487,0.22228322118377947,0.020782734661251873,0,0.969,1.048,0.0004995535603184513,0.0,0.0,False,21.44761058952722,True,False,True,False,exoplanet
K00115.01,5.412203927,2.9472,601.6,2.94,1.0,1.0,CONFIRMED,5779.0,1.087,4.339,0.941,-0.06,0.787,0.0591,85.12,1093.0,337.68,9.25,0.51087,133.143089,0.0,0.0,0.0,0.024527535546809427,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.022689462861401895,0.1847676128778656,0.026661431139381846,0,1.087,0.941,0.000653375455831456,0.0,0.0,False,24.527535546809425,True,False,True,False,exoplanet
K00764.01,41.43958662,10.5989,2793.1,5.5,1.0,0.998,CONFIRMED,5468.0,1.046,4.367,0.93,0.22,0.355,0.2288,89.31,516.0,16.72,29.47,0.28189,208.93203,0.0,0.0,0.0,0.052849787132967715,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.01065697969873555,0.024131514852451973,0.05528087734108423,0,1.046,0.93,0.0030368128315164133,0.0,0.0,False,52.84978713296772,True,False,True,False,exoplanet
K00765.01,8.35389523,2.2514,1041.6,2.52,1.0,1.0,CONFIRMED,5592.0,0.787,4.582,0.862,-0.28,0.023,0.0768,89.95,790.0,91.9,29.18,6.73215,171.63257,0.0,0.0,0.0,0.03227382840631089,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.01122929253367394,0.11970463747364954,0.02539950295576667,0,0.787,0.862,0.001131492214373807,0.0,0.0,False,32.2738284063109,True,False,True,False,exoplanet
K00766.01,4.125543472,3.1744,1487.3,4.43,1.0,1.0,CONFIRMED,6174.0,1.103,4.417,1.162,0.1,0.597,0.0529,85.95,1243.0,565.35,8.45,0.67162,169.752585,0.0,0.0,0.0,0.03856552864930027,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.03206042247872516,0.24239230704681322,0.0425377781001782,0,1.103,1.162,0.0016160175068716033,0.0,0.0,False,38.56552864930027,True,False,True,False,exoplanet
K00767.01,2.816504904,2.50587,16814.0,12.21,1.0,1.0,CONFIRMED,5532.0,0.955,4.452,0.941,0.14,0.105,0.0383,89.37,1219.0,521.13,9.571,2.09079,170.9676846,0.0,0.0,0.0,0.12966880889404359,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.03707121185967585,0.3550499765080473,0.12383371249381162,0,0.955,0.941,0.01841078544953866,0.0,0.0,False,129.6688088940436,True,False,True,False,exoplanet
K00786.01,3.689920099,2.6557,426.7,1.89,1.0,1.0,CONFIRMED,5880.0,0.917,4.518,1.01,-0.06,0.151,0.0469,89.19,1147.0,408.99,10.71,1.70798,170.36571,0.0,0.0,0.0,0.020656718035544756,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.029988228389187854,0.27100857828087077,0.01894221043859454,0,0.917,1.01,0.00046338250826071664,0.0,0.0,False,20.656718035544756,True,False,True,False,exoplanet
K00787.01,4.431238488,3.15,1010.9,3.25,1.0,1.0,CONFIRMED,5714.0,1.015,4.428,1.007,0.16,0.405,0.0529,87.72,1104.0,351.23,10.19,1.01996,171.015,0.0,0.0,0.0,0.03179465363862295,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.029619258894647876,0.2256705439592219,0.03227157344320229,0,1.015,1.007,0.0010981258706749542,0.0,0.0,False,31.794653638622954,True,False,True,False,exoplanet
K00787.02,11.37936986,2.6255,1023.5,3.95,1.0,1.0,CONFIRMED,5714.0,1.015,4.428,1.007,0.16,0.911,0.0993,86.8,806.0,99.68,16.31,0.63438,133.84992,0.0,0.0,0.0,0.03199218654609278,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.009613522952432915,0.08787832826447914,0.03247206934428417,0,1.015,1.007,0.0011118200766012673,0.0,0.0,False,31.992186546092782,True,False,True,False,exoplanet
K00788.01,26.39432897,3.573,1510.9,3.07,1.0,1.0,CONFIRMED,5129.0,0.763,4.595,0.846,0.02,0.602,0.1635,89.28,489.0,13.49,47.7,2.93923,176.05459,0.0,0.0,0.0,0.038870297143191485,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.005640416173080683,0.037886926435470585,0.029658036720255104,0,0.763,0.846,0.0016416793509755976,0.0,0.0,False,38.870297143191486,True,False,True,False,exoplanet
K00116.01,13.57078281,3.3539,511.7,2.64,1.0,1.0,CONFIRMED,5854.0,1.012,4.406,0.951,-0.12,0.866,0.1096,87.07,785.0,89.61,16.93,0.49865,136.279194,0.0,0.0,0.0,0.02262078690054791,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.010297551385934627,0.07368771676628137,0.022892236343354487,0,1.012,0.951,0.0005557134073786428,0.0,0.0,False,22.62078690054791,True,False,True,False,exoplanet
K00115.02,7.12594387,3.0014,192.4,1.79,1.0,1.0,CONFIRMED,5779.0,1.087,4.339,0.941,-0.06,0.898,0.0711,84.02,997.0,233.31,8.62,0.23879,139.00492,0.0,0.0,0.0,0.013870832707519763,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.01754972191962176,0.14033228695639444,0.015077595153073982,0,1.087,0.941,0.00020891574413455782,0.0,0.0,False,13.870832707519762,True,False,True,False,exoplanet
K00775.01,16.38489988,3.0249,1127.1,2.0,1.0,1.0,CONFIRMED,4126.0,0.615,4.661,0.633,0.04,0.001,0.1084,90.0,433.0,8.35,42.62,5.4538,172.72782,0.0,0.0,0.0,0.03357231001882355,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.007692296011759335,0.06103180411987968,0.02064697066157648,0,0.615,0.633,0.0012244234299009355,0.0,0.0,False,33.57231001882355,True,False,True,False,exoplanet
K00775.02,7.8774163,2.0805,1306.1,2.16,1.0,1.0,CONFIRMED,4126.0,0.615,4.661,0.633,0.04,0.041,0.0665,89.92,553.0,22.18,29.84,8.09685,176.3759,0.0,0.0,0.0,0.03614000553403389,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.011004559959589795,0.1269451761740712,0.02222610340343084,0,0.615,0.633,0.0014190069413728076,0.0,0.0,False,36.14000553403388,True,False,True,False,exoplanet
K00775.03,36.4454001,4.007,1122.3,1.99,1.0,1.0,CONFIRMED,4126.0,0.615,4.661,0.633,0.04,0.028,0.1847,89.98,332.0,2.88,71.53,5.21237,151.60125,0.0,0.0,0.0,0.03350074626034471,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.004581053654925668,0.027438304895986036,0.020602958950111997,0,0.615,0.633,0.0012192060281062587,0.0,0.0,False,33.50074626034471,True,False,True,False,exoplanet
K00776.01,3.728732147,2.683,5226.5,6.02,1.0,1.0,CONFIRMED,5497.0,0.809,4.577,0.907,-0.1,0.558,0.0455,86.7,1023.0,258.34,9.7,1.24118,171.793255,0.0,0.0,0.0,0.07229453644640098,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.029981147011755752,0.2681876736049713,0.0584862799851384,0,0.809,0.907,0.005689481296422926,0.0,0.0,False,72.29453644640098,True,False,True,False,exoplanet
K00777.01,40.4195037,3.362,6256.0,7.51,1.0,0.999,CANDIDATE,5446.0,0.781,4.507,0.714,-0.54,0.911,0.2062,89.05,467.0,11.29,54.7,1.89549,173.56469,0.0,0.0,0.0,0.07909487973314075,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.0034657361053479076,0.02474053138856329,0.061773101071582924,0,0.781,0.714,0.006813701246879306,0.0,0.0,False,79.09487973314076,True,False,True,False,exoplanet
K00778.01,2.243380573,1.1196,821.7,1.99,1.0,1.0,CONFIRMED,4149.0,0.564,4.698,0.578,-0.32,0.915,0.028,82.88,822.0,107.6,7.38,1.50915,170.679233,0.0,0.0,0.0,0.02866531004541901,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.02079451010740298,0.4457558436742333,0.01616723486561632,0,0.564,0.578,0.0008925161799612073,0.0,0.0,False,28.66531004541901,True,False,True,False,exoplanet
K00780.01,2.337437946,1.9982,971.2,2.34,1.0,1.0,CONFIRMED,5005.0,0.765,4.595,0.85,0.14,0.28,0.0325,88.19,1070.0,311.16,8.86,2.41093,171.761982,0.0,0.0,0.0,0.03116408188925193,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.03561948392076515,0.4278188440087898,0.023840522645277726,0,0.765,0.85,0.0010549793830136928,0.0,0.0,False,31.16408188925193,True,False,True,False,exoplanet
K00780.02,7.2406612,0.558,556.4,19.45,1.0,0.993,CANDIDATE,5005.0,0.765,4.595,0.85,0.14,1.198,0.0692,87.62,734.0,68.63,28.8,8.66412,137.75545,0.0,0.0,0.0,0.023588132609428835,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.0032110327161834337,0.138108934029395,0.018044921446213058,0,0.765,0.85,0.0006042717483214107,0.0,0.0,False,23.588132609428833,True,False,True,False,exoplanet
K00115.03,3.43591631,3.133,23.2,0.55,1.0,0.871,CANDIDATE,5779.0,1.087,4.339,0.941,-0.06,0.624,0.0437,84.62,1272.0,617.61,6.65,0.47024,132.6624,0.0,0.0,0.0,0.004816637831516918,1.0,4.6,0.0,0.0,0.0,0.0,kepler,candidate,100.0,0.0,0.0,0.0,0,0.037993261444329726,0.29104317735841473,0.00523568532285889,0,1.087,0.941,2.5189372148236447e-05,0.0,0.0,False,4.816637831516918,True,False,True,False,exoplanet
K00781.01,11.59822233,2.5237,2804.5,2.65,1.0,1.0,CONFIRMED,3688.0,0.473,4.79,0.503,0.0,0.679,0.0798,88.62,396.0,5.82,28.2,3.14915,180.395376,0.0,0.0,0.0,0.05295753015388841,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.009066403770746361,0.08622010956053125,0.025048911762789217,0,0.473,0.503,0.0030492249633252916,0.0,0.0,False,52.95753015388841,True,False,True,False,exoplanet
K00782.01,6.575315881,4.3084,2793.3,5.31,1.0,1.0,CONFIRMED,5992.0,0.989,4.415,0.927,-0.32,0.39,0.067,88.03,1015.0,251.38,11.37,0.64392,173.634044,0.0,0.0,0.0,0.05285167925430563,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.02730160343861154,0.15208394822362756,0.05227031078250827,0,0.989,0.927,0.0030370305869919655,0.0,0.0,False,52.85167925430563,True,False,True,False,exoplanet
K00783.01,7.275040844,7.5377,3001.0,4.86,1.0,1.0,CONFIRMED,5485.0,0.867,4.556,0.986,0.21,0.547,0.0732,85.29,833.0,113.64,6.66,0.10578,169.994217,0.0,0.0,0.0,0.05478138369920935,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.04317100619336857,0.13745627295340035,0.04749545966721451,0,0.867,0.986,0.003263193224621276,0.0,0.0,False,54.78138369920935,True,False,True,False,exoplanet
K00784.01,19.27153892,2.7594,1219.8,1.93,1.0,1.0,CONFIRMED,4077.0,0.56,4.702,0.576,-0.24,0.031,0.1171,89.97,393.0,5.66,55.02,8.48241,186.77093,0.0,0.0,0.0,0.03492563528412905,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.005966051827894188,0.05188999197994511,0.01955835575911227,0,0.56,0.576,0.0013251894200052871,0.0,0.0,False,34.925635284129044,True,False,True,False,exoplanet
K00784.02,10.06524317,1.369,1053.3,1.91,1.0,1.0,CONFIRMED,4077.0,0.56,4.702,0.576,-0.24,0.628,0.076,89.22,488.0,13.43,45.9,18.09666,136.28906,0.0,0.0,0.0,0.032454583651619996,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.00566719210884864,0.09935179737937717,0.0181745668449072,0,0.56,0.576,0.0011442086477978762,0.0,0.0,False,32.45458365162,True,False,True,False,exoplanet
K00785.01,12.3935651,3.8896,916.6,2.66,1.0,1.0,CONFIRMED,5557.0,0.75,4.603,0.832,-0.4,0.883,0.0983,86.13,677.0,49.68,13.07,0.27483,178.74725,0.0,0.0,0.0,0.03027540255719154,1.0,4.6,0.0,0.0,0.0,0.0,kepler,planet,100.0,0.0,0.0,0.0,0,0.013076678531076316,0.08068703330569507,0.022706551917893655,0,0.75,0.832,0.0009956421778312757,0.0,0.0,False,30.27540255719154,True,False,True,False,exoplanet
